employee_id,birth_date,Age,Hire_Year,Attrition,BusinessTravel,Department,Education,EducationField,Gender,EnvironmentSatisfaction,JobLevel,JobRole,JobSatisfaction,OverTime,PerformanceRating,RelationshipSatisfaction,WorkLifeBalance,YearsAtCompany,city,university,rupiah_monthly_income,vaccinations,childern,MartialStatus,Survey Year
1594,2/5/1986,36,2019,No,Travel_Frequently,Research & Development,Master,Life Sciences,Male,1,2,Laboratory Technician,1,Yes,3,4,3,3,Jakarta Pusat,Universitas Negeri Malang,9999200,One,0,Singgle,2022
1595,7/15/1980,42,2021,No,Travel_Rarely,Research & Development,Diploma,Other,Male,4,5,Manager,4,No,4,4,3,1,Tangerang,Universitas Negeri Malang,32480800,One,3,Married,2022
1596,12/13/1987,35,2012,No,Travel_Rarely,Research & Development,Undergraduate,Life Sciences,Male,2,2,Laboratory Technician,3,No,3,4,2,10,Bogor,Universitas Sebelas Maret,6551200,Two,0,Singgle,2022
1597,10/23/1988,34,2014,No,Travel_Frequently,Research & Development,Master,Technical Degree,Male,4,2,Healthcare Representative,3,No,3,2,2,8,Bogor,Universitas Airlangga,9200800,Booster,0,Singgle,2022
1598,6/25/1982,40,2017,No,Travel_Rarely,Sales,Diploma,Life Sciences,Female,4,2,Sales Executive,1,No,3,3,3,5,Bekasi,Universitas Sebelas Maret,8522400,Booster,0,Singgle,2022
1599,10/13/1979,43,2016,No,Travel_Rarely,Research & Development,Undergraduate,Technical Degree,Male,4,1,Laboratory Technician,2,No,3,3,3,6,Jakarta Utara,Institut Teknologi Sepuluh Nopember,8901600,One,1,Married,2022
1601,5/22/1987,35,2021,No,Travel_Rarely,Research & Development,Diploma,Life Sciences,Male,3,1,Laboratory Technician,4,No,3,4,2,1,Jakarta Timur,Others,5404000,One,0,Singgle,2022
1602,10/5/1976,46,1996,No,Travel_Rarely,Sales,Master,Life Sciences,Male,4,4,Manager,1,No,3,2,1,26,Depok,Universitas Bina Nusantara,29207200,One,0,Singgle,2022
1604,7/13/1994,28,2021,Yes,Travel_Rarely,Research & Development,Undergraduate,Medical,Male,3,1,Laboratory Technician,2,Yes,3,3,3,1,Jakarta Barat,Universitas Gadjah Mada,4952800,One,0,Singgle,2022
1605,5/10/2000,22,2018,No,Non-Travel,Research & Development,Diploma,Other,Female,2,1,Research Scientist,3,Yes,3,2,2,4,Tangerang Selatan,Universitas Bina Nusantara,5602400,One,0,Singgle,2022
1606,11/8/1972,50,1992,No,Travel_Frequently,Research & Development,Doctor,Medical,Male,2,4,Healthcare Representative,3,Yes,3,3,3,30,Tangerang Selatan,Institut Pertanian Bogor,19092000,Two,1,Married,2022
1607,6/8/1990,32,2019,No,Travel_Rarely,Research & Development,Master,Other,Female,2,1,Research Scientist,4,No,3,4,3,3,Tangerang Selatan,Universitas Gadjah Mada,6399200,Two,1,Divorced,2022
1608,6/13/1978,44,2000,No,Travel_Rarely,Research & Development,Undergraduate,Medical,Female,2,5,Research Director,4,Yes,3,4,2,22,Jakarta Selatan,Universitas Bina Nusantara,31578400,One,1,Divorced,2022
1609,6/26/1992,30,2016,No,Travel_Rarely,Research & Development,Undergraduate,Medical,Male,2,1,Research Scientist,2,No,3,2,2,6,Depok,Universitas Padjadjaran,4525600,One,0,Singgle,2022
1611,9/18/1977,45,2012,No,Travel_Rarely,Research & Development,Doctor,Medical,Female,3,2,Laboratory Technician,1,Yes,3,1,3,10,Jakarta Utara,Institut Teknologi Sepuluh Nopember,10330400,One,0,Singgle,2022
1612,8/19/1977,45,2012,No,Non-Travel,Sales,Undergraduate,Marketing,Male,1,2,Sales Executive,1,No,3,1,3,10,Bogor,Universitas Negeri Malang,8116000,Two,2,Married,2022
1613,5/28/1991,31,2017,No,Travel_Frequently,Sales,Master,Other,Male,4,2,Sales Executive,1,No,3,4,3,5,Jakarta Selatan,Universitas Gadjah Mada,9631200,Two,0,Singgle,2022
1614,1/17/1986,36,2019,No,Travel_Rarely,Research & Development,Master,Life Sciences,Female,3,2,Manufacturing Director,3,Yes,3,2,3,3,Bogor,Universitas Indonesia,8560800,Booster,0,Singgle,2022
1615,7/22/1988,34,2013,No,Travel_Frequently,Research & Development,Master,Life Sciences,Male,3,2,Manufacturing Director,4,No,3,1,3,9,Tangerang,Institut Pertanian Bogor,8658400,One,0,Singgle,2022
1617,7/23/1973,49,2013,No,Travel_Rarely,Research & Development,Master,Life Sciences,Female,3,1,Laboratory Technician,1,No,3,4,2,9,Jakarta Utara,Universitas Sebelas Maret,6237600,One,0,Singgle,2022
1618,10/26/1983,39,2015,No,Travel_Rarely,Research & Development,Doctor,Medical,Male,2,2,Manufacturing Director,1,No,3,4,3,7,Tangerang Selatan,Institut Teknologi Sepuluh Nopember,9703200,One,0,Singgle,2022
1619,3/6/1995,27,2015,No,Travel_Rarely,Research & Development,Undergraduate,Other,Male,4,1,Laboratory Technician,1,No,3,1,3,7,Jakarta Utara,Universitas Diponegoro,7605600,One,0,Singgle,2022
1621,10/29/1987,35,2006,No,Travel_Rarely,Research & Development,Doctor,Life Sciences,Male,2,2,Research Scientist,1,No,3,4,3,16,Jakarta Utara,Universitas Sebelas Maret,9432800,One,0,Singgle,2022
1622,6/5/1994,28,2017,No,Travel_Rarely,Research & Development,Undergraduate,Medical,Female,2,2,Manufacturing Director,1,No,4,2,2,5,Jakarta Pusat,Universitas Diponegoro,8903200,Two,3,Divorced,2022
1623,11/10/2001,21,2020,No,Travel_Rarely,Research & Development,Undergraduate,Medical,Male,3,1,Research Scientist,4,No,3,3,3,2,Jakarta Timur,Universitas Padjadjaran,6087200,One,0,Singgle,2022
1624,7/5/2004,18,2022,Yes,Travel_Frequently,Sales,Diploma,Medical,Female,2,1,Sales Representative,4,Yes,3,3,4,0,Jakarta Selatan,Institut Teknologi Bandung,3610400,One,0,Singgle,2022
1625,1/8/1975,47,2017,No,Travel_Rarely,Human Resources,Master,Life Sciences,Female,4,5,Manager,3,No,3,3,3,5,Jakarta Selatan,Universitas Bina Nusantara,32552800,One,0,Singgle,2022
1627,11/8/1983,39,2012,No,Travel_Rarely,Research & Development,Diploma,Medical,Male,3,2,Laboratory Technician,3,No,3,4,3,10,Tangerang Selatan,Universitas Sebelas Maret,6010400,Booster,0,Singgle,2022
1628,5/13/1982,40,2004,No,Travel_Rarely,Research & Development,Undergraduate,Life Sciences,Female,1,3,Manufacturing Director,3,No,3,4,3,18,Bekasi,Institut Teknologi Sepuluh Nopember,17796000,One,1,Married,2022
1630,10/13/1987,35,2008,No,Non-Travel,Research & Development,Master,Life Sciences,Female,3,2,Healthcare Representative,3,No,3,4,3,14,Bogor,Institut Teknologi Bandung,7736800,Booster,0,Singgle,2022
1631,10/13/1985,37,2018,No,Travel_Rarely,Research & Development,Undergraduate,Life Sciences,Male,3,2,Manufacturing Director,3,No,3,1,2,4,Tangerang,Institut Teknologi Bandung,10328800,One,1,Married,2022
1633,1/8/1983,39,2013,No,Travel_Frequently,Research & Development,Undergraduate,Medical,Female,1,2,Manufacturing Director,3,No,3,4,1,9,Bekasi,Universitas Diponegoro,9167200,One,0,Singgle,2022
1635,11/9/1977,45,2012,No,Travel_Rarely,Research & Development,Diploma,Other,Female,4,2,Manufacturing Director,4,No,3,1,3,10,Jakarta Pusat,Institut Teknologi Bandung,10332000,Booster,1,Married,2022
1638,10/13/1984,38,2017,No,Travel_Rarely,Research & Development,Diploma,Medical,Female,4,3,Manufacturing Director,3,Yes,3,4,4,5,Depok,Institut Teknologi Sepuluh Nopember,13509600,One,1,Married,2022
1639,12/28/1987,35,2009,Yes,Travel_Rarely,Sales,Undergraduate,Medical,Male,4,3,Sales Executive,1,No,3,3,3,13,Jakarta Pusat,Universitas Negeri Semarang,17589600,One,0,Singgle,2022
1640,3/19/1985,37,2014,No,Travel_Rarely,Research & Development,Undergraduate,Medical,Female,2,1,Research Scientist,2,No,3,1,1,8,Jakarta Pusat,Universitas Pendidikan Indonesia,7397600,One,1,Divorced,2022
1641,6/10/1982,40,2018,No,Travel_Rarely,Research & Development,Undergraduate,Life Sciences,Female,3,3,Manufacturing Director,4,Yes,3,4,2,4,Bogor,Institut Pertanian Bogor,13812000,Two,1,Married,2022
1642,3/21/1978,44,2012,No,Travel_Frequently,Human Resources,Doctor,Human Resources,Male,1,2,Human Resources,4,Yes,3,3,3,10,Bogor,Universitas Pendidikan Indonesia,10288800,Booster,1,Divorced,2022
1644,9/12/1974,48,2020,No,Travel_Frequently,Research & Development,Doctor,Medical,Male,3,4,Manager,4,No,4,2,3,2,Tangerang Selatan,Universitas Negeri Malang,25423200,One,0,Singgle,2022
1645,1/8/1987,35,2020,Yes,Travel_Rarely,Sales,Diploma,Medical,Male,1,2,Sales Executive,4,Yes,3,4,2,2,Jakarta Barat,Institut Teknologi Bandung,9804000,One,1,Married,2022
1646,12/1/1998,24,2016,No,Travel_Frequently,Research & Development,Undergraduate,Technical Degree,Female,1,1,Research Scientist,4,Yes,3,3,3,6,Bogor,Universitas Indonesia,7116000,One,2,Married,2022
1647,10/10/1995,27,2019,No,Travel_Rarely,Research & Development,Undergraduate,Medical,Female,2,1,Research Scientist,3,No,3,1,3,3,Jakarta Pusat,Universitas Negeri Malang,6727200,Two,0,Singgle,2022
1648,11/6/1995,27,2018,No,Travel_Frequently,Research & Development,Undergraduate,Medical,Male,4,1,Research Scientist,4,No,3,3,2,4,Jakarta Utara,Universitas Gadjah Mada,5228000,One,1,Married,2022
1649,9/17/1982,40,2018,Yes,Travel_Rarely,Research & Development,Undergraduate,Life Sciences,Male,1,1,Laboratory Technician,1,Yes,3,2,1,4,Jakarta Selatan,Institut Teknologi Sepuluh Nopember,4565600,One,2,Married,2022
1650,9/30/1993,29,2017,No,Travel_Rarely,Sales,Undergraduate,Medical,Male,3,2,Sales Executive,3,No,3,3,3,5,Depok,Universitas Gadjah Mada,10490400,Two,0,Singgle,2022
1651,5/8/1986,36,2019,No,Travel_Rarely,Research & Development,Master,Life Sciences,Female,2,3,Healthcare Representative,1,No,3,3,3,3,Tangerang Selatan,Institut Pertanian Bogor,13912800,Two,0,Singgle,2022
1653,10/23/1997,25,2015,No,Travel_Frequently,Research & Development,Undergraduate,Life Sciences,Male,4,2,Manufacturing Director,3,No,3,3,3,7,Tangerang Selatan,Universitas Indonesia,9429600,Two,2,Married,2022
1654,4/8/1983,39,2017,No,Travel_Rarely,Research & Development,Undergraduate,Medical,Male,4,2,Manufacturing Director,2,No,4,3,3,5,Tangerang Selatan,Universitas Indonesia,9572000,One,2,Married,2022
1655,5/7/1973,49,2018,No,Travel_Rarely,Research & Development,Master,Other,Female,1,4,Research Director,2,No,3,2,3,4,Jakarta Utara,Universitas Sebelas Maret,27360800,Booster,2,Divorced,2022
1656,4/1/1973,50,2008,No,Travel_Rarely,Research & Development,Doctor,Life Sciences,Female,4,3,Research Director,1,No,3,3,3,14,Depok,Universitas Sebelas Maret,22330400,One,0,Singgle,2022
1657,4/14/2002,20,2020,No,Travel_Rarely,Sales,Undergraduate,Medical,Female,3,1,Sales Representative,3,No,3,1,3,2,Jakarta Pusat,Universitas Sebelas Maret,5552800,Two,2,Married,2022
1658,6/12/1988,34,2011,No,Travel_Rarely,Research & Development,Undergraduate,Life Sciences,Female,4,2,Research Scientist,2,No,3,3,3,11,Tangerang Selatan,Universitas Indonesia,9792800,Two,3,Married,2022
1659,3/13/1986,36,2018,No,Travel_Rarely,Research & Development,Undergraduate,Life Sciences,Male,1,1,Laboratory Technician,2,No,3,3,3,4,Tangerang Selatan,Universitas Indonesia,4320800,One,0,Singgle,2022
1661,3/10/1973,49,2007,No,Travel_Rarely,Research & Development,Undergraduate,Life Sciences,Female,3,4,Healthcare Representative,3,Yes,3,2,3,15,Jakarta Timur,Universitas Indonesia,23445600,Booster,0,Divorced,2022
1662,10/9/1986,36,2019,No,Non-Travel,Research & Development,Master,Medical,Female,4,2,Manufacturing Director,3,No,3,3,3,3,Tangerang,Universitas Negeri Malang,8098400,Booster,0,Singgle,2022
1664,6/13/1986,36,2017,No,Travel_Rarely,Research & Development,Diploma,Life Sciences,Male,4,2,Healthcare Representative,1,No,4,1,3,5,Jakarta Selatan,Universitas Sebelas Maret,12047200,One,0,Singgle,2022
1665,11/13/1968,54,2012,No,Travel_Rarely,Research & Development,Doctor,Medical,Female,2,4,Manager,3,No,4,3,3,10,Depok,Institut Pertanian Bogor,28981600,One,1,Married,2022
1666,10/8/1979,43,2008,No,Travel_Rarely,Research & Development,Diploma,Life Sciences,Male,3,4,Research Director,3,No,4,1,3,14,Bogor,Universitas Brawijaya,29264800,Two,1,Married,2022
1667,7/8/1987,35,2011,Yes,Travel_Frequently,Sales,Master,Other,Male,4,2,Sales Executive,4,Yes,4,1,4,11,Jakarta Pusat,Institut Pertanian Bogor,8429600,Two,0,Singgle,2022
1668,3/12/1984,38,2009,No,Travel_Frequently,Research & Development,Undergraduate,Life Sciences,Male,4,2,Research Scientist,4,No,3,4,4,13,Bekasi,Institut Teknologi Sepuluh Nopember,8676000,One,1,Married,2022
1669,6/13/1993,29,2012,No,Travel_Rarely,Sales,Undergraduate,Medical,Male,1,2,Sales Executive,2,Yes,3,2,2,10,Jakarta Timur,Others,7799200,One,0,Singgle,2022
1670,7/8/1989,33,2016,No,Travel_Rarely,Sales,Master,Medical,Male,4,2,Sales Executive,4,No,3,3,3,6,Bekasi,Universitas Airlangga,9908000,One,0,Singgle,2022
1671,9/8/1990,32,2013,No,Travel_Rarely,Research & Development,Undergraduate,Medical,Male,4,2,Research Scientist,2,No,3,3,2,9,Jakarta Timur,Universitas Negeri Malang,9852000,One,0,Singgle,2022
1673,3/8/1991,31,2012,No,Travel_Rarely,Sales,Master,Life Sciences,Female,1,2,Sales Executive,4,No,3,1,3,10,Jakarta Selatan,Universitas Airlangga,9861600,One,0,Singgle,2022
1674,9/13/1973,49,2020,No,Travel_Rarely,Research & Development,Undergraduate,Medical,Female,4,1,Laboratory Technician,1,Yes,3,2,2,2,Bekasi,Universitas Negeri Malang,5239200,Two,0,Singgle,2022
1675,6/10/1984,38,2018,No,Travel_Frequently,Research & Development,Undergraduate,Medical,Female,4,1,Laboratory Technician,2,No,4,2,3,4,Tangerang Selatan,Universitas Sebelas Maret,5004000,Two,0,Singgle,2022
1676,8/18/1975,47,2019,No,Travel_Rarely,Sales,Master,Life Sciences,Female,2,4,Manager,2,No,3,3,3,3,Jakarta Selatan,Institut Pertanian Bogor,26655200,One,0,Singgle,2022
1677,2/8/1973,49,2014,No,Travel_Rarely,Research & Development,Undergraduate,Life Sciences,Male,3,4,Manager,3,No,3,1,3,8,Jakarta Utara,Institut Teknologi Bandung,25706400,Two,1,Married,2022
1678,8/7/1981,41,2020,No,Travel_Rarely,Sales,Diploma,Life Sciences,Male,4,3,Sales Executive,3,Yes,3,4,3,2,Jakarta Selatan,Universitas Gadjah Mada,12431200,One,2,Married,2022
1680,7/9/2002,20,2020,No,Travel_Rarely,Sales,Undergraduate,Life Sciences,Male,4,1,Sales Representative,1,No,3,1,3,2,Jakarta Selatan,Universitas Diponegoro,5464800,One,0,Singgle,2022
1681,6/17/1989,33,2016,No,Non-Travel,Sales,Undergraduate,Life Sciences,Female,3,2,Sales Executive,4,Yes,4,3,3,6,Tangerang,Universitas Pendidikan Indonesia,9688800,Booster,3,Married,2022
1682,8/9/1986,36,2019,No,Travel_Rarely,Research & Development,Master,Life Sciences,Male,1,2,Healthcare Representative,3,No,3,2,2,3,Jakarta Selatan,Universitas Bina Nusantara,9655200,Booster,1,Married,2022
1683,9/22/1978,44,2020,No,Travel_Rarely,Human Resources,Undergraduate,Life Sciences,Female,3,1,Human Resources,4,Yes,3,1,3,2,Jakarta Timur,Universitas Gadjah Mada,6212000,Two,1,Married,2022
1684,6/13/1999,23,2017,Yes,Travel_Rarely,Research & Development,Undergraduate,Medical,Male,4,1,Laboratory Technician,3,Yes,3,1,3,5,Tangerang,Universitas Indonesia,7482400,Two,1,Married,2022
1687,10/4/1984,38,2022,No,Travel_Rarely,Research & Development,Diploma,Medical,Female,4,1,Laboratory Technician,3,No,3,4,2,0,Jakarta Selatan,Institut Teknologi Sepuluh Nopember,6389600,One,0,Singgle,2022
1689,2/6/1969,53,2018,No,Travel_Rarely,Research & Development,Master,Medical,Male,2,3,Healthcare Representative,4,No,3,3,3,4,Jakarta Selatan,Universitas Sebelas Maret,12308000,One,0,Married,2022
1691,10/27/1974,48,2013,Yes,Travel_Frequently,Sales,Diploma,Medical,Female,4,1,Sales Representative,3,Yes,3,3,3,9,Jakarta Utara,Universitas Gadjah Mada,5348000,Two,0,Singgle,2022
1692,11/18/1990,32,2021,Yes,Travel_Rarely,Research & Development,Master,Life Sciences,Male,4,1,Laboratory Technician,2,No,3,1,3,1,Jakarta Utara,Universitas Indonesia,3328800,One,1,Married,2022
1693,10/12/1996,26,2015,No,Non-Travel,Research & Development,Undergraduate,Medical,Male,4,1,Laboratory Technician,4,No,4,3,3,7,Jakarta Utara,Universitas Padjadjaran,5212000,Booster,2,Married,2022
1694,5/17/1967,55,2018,No,Travel_Rarely,Research & Development,Undergraduate,Technical Degree,Male,1,1,Research Scientist,2,No,3,4,3,4,Tangerang,Universitas Gadjah Mada,6759200,Booster,2,Divorced,2022
1696,6/14/1988,34,2007,No,Travel_Rarely,Research & Development,Diploma,Medical,Male,2,2,Laboratory Technician,4,No,3,3,4,15,Jakarta Timur,Universitas Gadjah Mada,7477600,Two,1,Married,2022
1697,3/6/1962,60,2021,No,Travel_Rarely,Research & Development,Master,Medical,Male,3,3,Healthcare Representative,4,No,4,3,4,1,Jakarta Selatan,Institut Pertanian Bogor,18512800,One,1,Married,2022
1698,10/13/1989,33,2008,No,Travel_Rarely,Research & Development,Undergraduate,Medical,Male,2,1,Laboratory Technician,2,No,3,4,3,14,Tangerang,Universitas Negeri Malang,4344800,One,0,Singgle,2022
1700,7/30/1985,37,2016,No,Travel_Frequently,Sales,Master,Medical,Male,3,2,Sales Executive,4,No,3,3,2,6,Jakarta Selatan,Universitas Gadjah Mada,16340000,Two,2,Married,2022
1701,3/10/1988,34,2012,No,Travel_Rarely,Research & Development,Undergraduate,Life Sciences,Female,2,1,Research Scientist,4,No,3,2,3,10,Jakarta Timur,Universitas Indonesia,5786400,Booster,0,Singgle,2022
1702,9/8/1999,23,2019,Yes,Travel_Rarely,Sales,Undergraduate,Life Sciences,Male,3,1,Sales Representative,4,Yes,4,2,3,3,Tangerang,Institut Pertanian Bogor,4740000,Booster,1,Married,2022
1703,5/11/1978,44,2014,No,Travel_Rarely,Research & Development,Undergraduate,Life Sciences,Female,3,3,Healthcare Representative,4,Yes,3,2,3,8,Jakarta Timur,Universitas Bina Nusantara,13706400,One,0,Singgle,2022
1704,6/13/1987,35,2017,No,Travel_Frequently,Research & Development,Master,Medical,Male,1,1,Research Scientist,4,Yes,3,3,4,5,Jakarta Pusat,Universitas Pendidikan Indonesia,8988000,One,0,Singgle,2022
1706,10/30/1979,43,2012,No,Travel_Rarely,Sales,Undergraduate,Medical,Male,4,2,Sales Executive,4,Yes,3,1,3,10,Jakarta Utara,Universitas Negeri Malang,13655200,One,0,Singgle,2022
1707,12/12/1998,24,2017,No,Travel_Rarely,Research & Development,Undergraduate,Medical,Male,3,1,Research Scientist,3,No,3,4,3,5,Jakarta Selatan,Institut Pertanian Bogor,8141600,One,2,Married,2022
1708,6/30/1981,41,2012,No,Travel_Rarely,Sales,Undergraduate,Marketing,Male,4,3,Sales Executive,3,No,3,2,3,10,Jakarta Utara,Universitas Diponegoro,15885600,One,0,Singgle,2022
1709,2/6/1993,29,2017,No,Travel_Rarely,Research & Development,Master,Medical,Female,4,1,Laboratory Technician,3,No,3,3,3,5,Depok,Universitas Bina Nusantara,5858400,Two,1,Married,2022
1710,7/30/1986,36,2009,No,Travel_Rarely,Sales,Master,Life Sciences,Female,3,2,Sales Representative,4,No,3,3,2,13,Jakarta Selatan,Universitas Airlangga,8303200,Booster,0,Singgle,2022
1712,9/14/1977,45,1999,No,Non-Travel,Research & Development,Undergraduate,Life Sciences,Male,3,3,Healthcare Representative,3,No,4,4,2,23,Jakarta Selatan,Universitas Indonesia,18296800,One,0,Singgle,2022
1714,7/6/1998,24,2021,Yes,Travel_Rarely,Human Resources,Undergraduate,Human Resources,Male,4,1,Human Resources,3,No,3,3,3,1,Jakarta Timur,Institut Pertanian Bogor,3588000,Booster,0,Singgle,2022
1716,8/13/1975,47,1999,Yes,Travel_Frequently,Sales,Undergraduate,Life Sciences,Male,3,4,Sales Executive,3,No,3,3,1,23,Jakarta Utara,Institut Teknologi Bandung,21797600,Booster,1,Married,2022
1718,7/8/1996,26,2019,No,Travel_Rarely,Research & Development,Master,Medical,Male,4,1,Laboratory Technician,3,No,3,3,4,3,Bogor,Institut Teknologi Sepuluh Nopember,4788000,Two,0,Singgle,2022
1719,6/8/1977,45,2001,No,Travel_Rarely,Research & Development,Diploma,Technical Degree,Female,4,4,Research Director,2,No,3,3,3,21,Jakarta Timur,Universitas Bina Nusantara,27826400,One,0,Singgle,2022
1720,7/10/1990,32,2017,No,Travel_Frequently,Research & Development,Undergraduate,Life Sciences,Male,1,1,Research Scientist,3,No,3,1,2,5,Tangerang Selatan,Institut Teknologi Sepuluh Nopember,6592800,One,0,Singgle,2022
1721,5/7/1991,31,2017,No,Travel_Rarely,Research & Development,Master,Life Sciences,Male,2,1,Laboratory Technician,3,No,3,4,4,5,Tangerang Selatan,Universitas Pendidikan Indonesia,6663200,Two,0,Singgle,2022
1722,11/13/1981,41,2019,No,Non-Travel,Human Resources,Undergraduate,Human Resources,Male,3,2,Human Resources,2,No,3,2,3,3,Depok,Universitas Sebelas Maret,11388000,One,0,Singgle,2022
1724,10/4/1982,40,2021,No,Travel_Rarely,Research & Development,Diploma,Life Sciences,Female,2,2,Manufacturing Director,1,Yes,3,2,3,1,Tangerang Selatan,Universitas Indonesia,11525600,Two,0,Singgle,2022
1725,8/16/1998,24,2016,No,Travel_Rarely,Research & Development,Undergraduate,Medical,Male,2,1,Laboratory Technician,1,No,3,2,4,6,Jakarta Selatan,Universitas Gadjah Mada,7351200,One,0,Singgle,2022
1727,10/8/1976,46,2012,No,Travel_Rarely,Research & Development,Master,Life Sciences,Male,3,2,Healthcare Representative,2,No,3,4,3,10,Bekasi,Universitas Bina Nusantara,9999200,Two,0,Singgle,2022
1728,11/15/1987,35,2015,No,Travel_Rarely,Research & Development,Master,Life Sciences,Male,4,2,Manufacturing Director,3,No,3,2,3,7,Depok,Institut Teknologi Bandung,12112800,Booster,1,Divorced,2022
1729,6/27/1992,30,2012,No,Travel_Rarely,Research & Development,Undergraduate,Life Sciences,Male,2,1,Research Scientist,4,No,3,2,2,10,Jakarta Selatan,Universitas Sebelas Maret,5679200,Booster,2,Divorced,2022
1731,3/21/1975,47,2021,No,Non-Travel,Sales,Master,Marketing,Male,3,2,Sales Executive,2,No,3,4,1,1,Jakarta Barat,Universitas Gadjah Mada,9064800,Two,2,Married,2022
1732,6/10/1976,46,2012,No,Travel_Rarely,Sales,Undergraduate,Life Sciences,Male,3,3,Sales Executive,4,Yes,3,2,2,10,Bekasi,Institut Teknologi Bandung,17688800,One,0,Singgle,2022
1733,7/26/1986,36,2020,Yes,Travel_Rarely,Sales,Doctor,Marketing,Male,2,2,Sales Executive,1,Yes,3,2,3,2,Jakarta Utara,Universitas Negeri Malang,10914400,Two,0,Singgle,2022
1734,5/10/1990,32,2022,Yes,Travel_Rarely,Sales,Diploma,Life Sciences,Male,1,2,Sales Executive,2,No,3,2,3,0,Tangerang Selatan,Universitas Sebelas Maret,11876000,Two,0,Singgle,2022
1735,3/26/1999,23,2019,No,Travel_Rarely,Research & Development,Undergraduate,Medical,Female,3,1,Laboratory Technician,2,No,3,3,1,3,Tangerang,Universitas Indonesia,6372000,Booster,0,Singgle,2022
1736,8/13/1991,31,2017,No,Travel_Frequently,Research & Development,Undergraduate,Technical Degree,Female,4,2,Manufacturing Director,4,No,4,4,2,5,Tangerang Selatan,Universitas Gadjah Mada,9480800,One,0,Singgle,2022
1737,11/13/1983,39,2013,No,Non-Travel,Research & Development,Undergraduate,Life Sciences,Male,4,2,Laboratory Technician,4,Yes,3,4,3,9,Tangerang,Institut Teknologi Sepuluh Nopember,11455200,Two,3,Married,2022
1739,1/9/1990,32,2018,No,Travel_Rarely,Sales,Undergraduate,Life Sciences,Male,4,3,Sales Executive,3,No,3,3,1,4,Tangerang Selatan,Universitas Gadjah Mada,16476000,Booster,1,Married,2022
1740,8/13/1982,40,2001,No,Travel_Rarely,Sales,Master,Medical,Male,2,5,Manager,2,No,3,2,2,21,Tangerang,Universitas Brawijaya,32832800,One,0,Singgle,2022
1744,3/24/1977,45,2017,No,Travel_Rarely,Human Resources,Undergraduate,Life Sciences,Female,3,3,Human Resources,3,No,4,3,4,5,Bekasi,Universitas Sebelas Maret,16709600,Two,1,Married,2022
1745,8/13/1992,30,2013,No,Travel_Frequently,Research & Development,Master,Technical Degree,Female,4,1,Research Scientist,1,No,3,4,3,9,Depok,Universitas Gadjah Mada,9048800,One,1,Married,2022
1746,6/28/1998,24,2020,No,Travel_Frequently,Human Resources,Undergraduate,Medical,Male,1,1,Human Resources,4,No,3,4,3,2,Bogor,Universitas Sebelas Maret,4532000,Booster,0,Singgle,2022
1747,11/13/1992,30,2018,Yes,Travel_Frequently,Human Resources,Undergraduate,Human Resources,Female,3,1,Human Resources,4,No,3,3,2,4,Jakarta Utara,Universitas Bina Nusantara,4588000,Two,0,Singgle,2022
1749,7/13/1991,31,2017,No,Travel_Rarely,Sales,Undergraduate,Technical Degree,Male,1,2,Sales Executive,3,No,3,3,3,5,Jakarta Selatan,Universitas Gadjah Mada,14453600,Two,0,Singgle,2022
1751,3/20/1995,27,2016,No,Travel_Rarely,Research & Development,Undergraduate,Medical,Female,3,1,Research Scientist,4,No,3,3,2,6,Bogor,Universitas Gadjah Mada,6612000,Two,0,Singgle,2022
1752,7/26/1993,29,2020,Yes,Travel_Rarely,Sales,Undergraduate,Marketing,Female,2,1,Sales Representative,2,No,3,3,3,2,Jakarta Pusat,Universitas Bina Nusantara,5516000,One,1,Married,2022
1753,5/29/1993,29,2019,No,Travel_Frequently,Research & Development,Undergraduate,Life Sciences,Male,4,2,Healthcare Representative,3,Yes,3,4,4,3,Tangerang Selatan,Universitas Airlangga,11170400,One,1,Married,2022
1754,11/18/1992,30,2015,No,Travel_Rarely,Sales,Diploma,Marketing,Male,3,3,Sales Executive,1,No,3,1,3,7,Jakarta Timur,Universitas Pendidikan Indonesia,12524000,One,0,Singgle,2022
1755,5/30/1988,34,2017,No,Travel_Rarely,Research & Development,Master,Medical,Male,4,1,Research Scientist,4,Yes,3,1,3,5,Jakarta Selatan,Universitas Indonesia,5791200,Booster,0,Singgle,2022
1756,5/13/1989,33,2011,No,Non-Travel,Sales,Undergraduate,Marketing,Female,4,2,Sales Executive,2,No,3,4,2,11,Jakarta Selatan,Universitas Negeri Semarang,9335200,One,0,Singgle,2022
1757,3/10/1973,49,2017,No,Travel_Rarely,Sales,Master,Marketing,Female,4,2,Sales Executive,4,No,3,3,4,5,Tangerang Selatan,Universitas Brawijaya,8311200,Two,2,Divorced,2022
1758,10/13/1989,33,2022,Yes,Travel_Rarely,Sales,Undergraduate,Life Sciences,Female,1,3,Sales Executive,1,Yes,4,3,2,0,Tangerang Selatan,Universitas Indonesia,14802400,One,0,Singgle,2022
1760,3/12/1984,38,2016,No,Travel_Frequently,Research & Development,Diploma,Medical,Female,3,1,Laboratory Technician,2,No,3,2,2,6,Bogor,Universitas Sebelas Maret,5048800,Two,0,Singgle,2022
1761,7/6/1991,31,2021,Yes,Travel_Rarely,Sales,Master,Marketing,Male,1,3,Sales Executive,3,No,3,1,3,1,Bekasi,Universitas Indonesia,14157600,One,0,Singgle,2022
